"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AW10","AW11","AW12","AW1","AW2","AW3","AW4","AW5","AW6","AW7","AW8","AW9","BW10","BW12","BW13","BW1","BW2","BW3","BW4","BW5","BW6","BW7","BW8","BW9"
"570","ENSMUSG00000042569",354.244940499095,1.24464387417458,0.120774353696968,10.3055312330421,6.65231128251792e-25,3.6722878538075e-23,192.053045437935,194.630218399594,214.057477382875,237.076056991375,204.553062738096,179.358919344647,226.98446441132,235.564925653977,208.447428483149,243.464874340653,203.428311921736,183.202662788433,483.099098526263,766.875529934438,636.367253315275,437.887872652905,450.396655119043,615.690401093613,316.806500320216,634.394377177476,373.61439510134,508.665095025735,361.784572348284,393.475373469907
"571","ENSMUSG00000042745",1212.30488556472,1.1679580495624,0.148793066627709,7.8495461921268,4.17545369978334e-15,9.09671170820723e-14,652.825473000721,739.804109723188,631.11782064059,1066.84225646119,805.939067188099,685.530484995167,541.865040573407,657.803943335633,784.643572257706,692.204054497936,827.520599174843,873.290163331423,2024.21652514244,2882.52711754251,2128.83882861195,1753.27885894556,1598.10163028465,2019.46451558705,918.174564541286,1963.20931564384,1320.88035435261,1217.74232880457,1134.74018247652,1174.75644644041
"572","ENSMUSG00000042759",18.3820759191062,-1.67530231935412,0.212123148150824,-7.89778170821294,2.83910803245053e-15,6.314395007646e-14,31.7507050925618,33.4847687569194,26.1290817462665,35.4600939944364,26.5918981559525,18.1083524338346,33.8061968272179,25.5565721228371,22.0310290266742,23.869105327515,32.2171534717681,27.5166054781045,14.6077481195846,7.70729175813506,5.439036353122,6.90947333574604,6.20381067657084,5.35382957472707,6.44898728387207,11.7698400218456,4.2335908793353,20.0412138753104,4.59408980759726,11.339347938614
"573","ENSMUSG00000042770",27.2533121629198,-1.01643246506869,0.174634836201988,-5.82033050893154,5.87313735506175e-09,4.42032543138162e-08,30.9762976512798,41.8559609461492,30.1489404764613,42.5521127933237,58.2976228803574,15.5214449432868,40.5674361926615,43.3350570778542,34.7412380805248,29.5976906061186,39.5810742653151,31.8613326588579,22.9550327593473,17.9836807689818,20.6683381418636,22.4557883411746,13.6483834884559,18.203020554072,13.7040979782282,16.4777760305838,15.8759657975074,20.0412138753104,11.4852245189931,21.5447610833667
"574","ENSMUSG00000042804",63.9165122091315,-1.03222561300659,0.126005197973637,-8.19192882203602,2.57072659343632e-16,6.34937391776357e-15,72.7942994805075,87.8975179869134,96.4766095246762,81.0516434158547,80.798459781548,85.3679471880774,60.8511542889922,90.0035800847741,108.460450592858,108.843120293469,98.492440613691,60.8261805305469,46.9534760986649,38.5364587906753,38.073254471854,31.9563141778254,39.7043883300534,39.6183388529803,62.0715026072687,41.1944400764595,43.3943065131868,30.5389925719016,40.198285816476,49.8931309299017
"575","ENSMUSG00000042808",3213.14985373786,1.07079865794604,0.173518720847613,6.17108432286353,6.78232366650738e-10,6.36261860007625e-09,2128.8460560842,2313.5882412984,1975.76056589077,3465.97090157048,2504.75225322799,1572.83975425306,1292.36261013764,1708.95686630102,1741.29864037752,1432.1463196509,2746.74245599303,1987.71268519466,7338.30660893134,5032.86151806219,4529.62947488001,4046.36032224628,4764.52659960641,5282.08825842573,2548.96222395044,6528.73026011774,3212.23707969566,3131.20108213778,2601.40335355195,3228.31235812341
"576","ENSMUSG00000042851",22.1068663101894,-1.08587554208822,0.260422840171899,-4.16966323449762,3.05050062386072e-05,9.52405061834479e-05,32.5251125338438,20.9279804730746,21.1042583335229,24.3154930247564,32.7284900380954,36.2167048676692,51.1922409097871,25.5565721228371,34.7412380805248,23.869105327515,33.1376435709615,25.3442418877279,6.26046347982199,0,17.4049163299904,16.4099991723969,3.72228640594251,6.42459548967249,21.7653320830682,18.8317440349529,24.343147556178,11.4521222144631,26.4160163936842,15.8750871140596
"577","ENSMUSG00000043008",11.3199845690549,-1.11972921404055,0.379735479436628,-2.94870844226029,0.00319104866529091,0.00633818381683928,4.64644464769197,17.7887834021134,6.02978809529227,32.4206573663419,40.9106125476193,8.62302496849266,17.3860440825692,8.88924247750855,28.8098071887278,8.59287791790541,7.36392079354699,4.34472718075335,4.17364231988132,5.13819450542337,6.52684362374641,1.72736833393651,11.1668592178275,4.28306365978166,5.64286387338806,16.4777760305838,6.35038631900295,9.54343517871924,8.0396571632952,6.80360876316842
"578","ENSMUSG00000043122",6.0360959770759,-2.92046305557185,0.449316560406294,-6.4997894867953,8.04324839923714e-11,9.21051651403553e-10,14.7137413843579,12.5567882838448,9.0446821429384,3.03943662809455,12.2731837642858,9.48532746534193,17.3860440825692,12.2227084065743,11.8628617835938,5.72858527860361,10.1253910911271,9.41357555829892,2.08682115994066,0,4.3512290824976,0.863684166968255,2.48152427062834,6.42459548967249,0.806123410484009,0,0,0,0,0
"579","ENSMUSG00000043192",30.7133937145473,-2.42523285218303,0.17578209623687,-13.7968138058553,2.66367891056667e-43,4.0117320635665e-41,36.3971497402537,64.8767394665313,51.2531988099843,39.5126761652291,51.1382656845241,52.6004523078052,50.2263495718666,50.0019889359856,49.9934889451454,58.2406169991367,57.0703861499892,58.6538169401702,9.39069521973298,10.2763890108467,8.70245816499521,5.18210500180953,13.6483834884559,14.9907228092358,6.44898728387207,12.9468240240301,5.29198859916912,14.3151527680789,6.89113471139589,9.07147835089122
