"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GSE21379_WT_VS_SAP_KO_TFH_CD4_TCELL_DN","GSE21379_WT_VS_SAP_KO_TFH_CD4_TCELL_DN","GSE21379_WT_VS_SAP_KO_TFH_CD4_TCELL_DN",169,-0.472417493828667,-1.94353017863147,8.23779763016399e-06,0.000384909204866286,0.000314635341644603,2962,"tags=47%, list=21%, signal=37%","Acot11/Cyria/Gigyf1/Ttc12/Lig3/Igdcc4/Mmp11/Slc35d2/Rinl/Nr3c2/Maf/Rnf122/Clcf1/Fnbp1/Phf21b/Osbpl3/Pnisr/Kif21b/Nbea/Rhoq/Tsc1/Sipa1l3/Chdh/Adgrl1/Fryl/Zfp329/Zbtb16/Nlgn2/Rai1/Ncoa1/B3gnt5/Lpin1/Cyp4v3/Zbtb4/Sfi1/Ern1/Jade2/Ltb/Cdk12/Chd6/Rnf144a/Icam1/Gbp8/Tox3/Adgrg6/Ifi44/Peak1/Camk1d/Stox2/Syne2/Irf5/Notch2/Rrm2b/Hlf/Dmxl2/Cdc14b/Gria3/Spata13/Crebrf/Ikzf1/Ifi27l2a/Kcnq5/Arhgap30/Pik3c2a/Gcnt1/Kmt2a/Zbtb20/Snx29/Ncf4/Dnah8/H2-Aa/Cd86/Cd163/Gbp9/Ms4a6c/Cd244a/Gbp7/H2-Ob/Gbp4"
"GSE24726_WT_VS_E2_22_KO_PDC_DAY4_POST_DELETION_DN","GSE24726_WT_VS_E2_22_KO_PDC_DAY4_POST_DELETION_DN","GSE24726_WT_VS_E2_22_KO_PDC_DAY4_POST_DELETION_DN",189,0.424631658331822,1.91737432888442,8.16295525000946e-06,0.000384909204866286,0.000314635341644603,3346,"tags=43%, list=24%, signal=33%","Gsta1/Ly6e/Hspa1a/Gsta3/Arg1/Atox1/S100a10/Gpat3/Bcl3/Mrpl52/Agpat4/Acaa1a/Gapdh/Nme1/Ctsz/BC031181/Cd14/Mrpl11/Vamp8/Tmem208/Micos10/Psmd13/Eif6/Trappc6a/Atp6v1e1/Irf7/Dohh/Txn2/Gtf2e2/Lsm6/Pgls/Psmb3/Nudt3/Sap18/Mrpl54/Ube2f/Cope/Il1b/Naa38/Atp5g3/Sdhb/Mrps11/Tmem14c/Mrpl16/Alg9/Snrpa1/Mcrip2/Thoc6/Zdhhc21/Blvrb/U2af1/Gpi1/Lrmda/Ap4s1/Hck/Jmjd6/Pus1/Gstm2/Gmppb/C1qbp/Rab20/Magohb/Mkks/Grwd1/Rras/Tkt/Pkm/Nr1h3/Alas1/Ehd1/Mthfd2/Gfod1/Mvk/Eif3b/Coq7/Pde6d/Psmd3/Fbl/Prelid2/Smarcb1/Pgk1/Psmc2"
"GSE17721_0.5H_VS_8H_GARDIQUIMOD_BMDC_UP","GSE17721_0.5H_VS_8H_GARDIQUIMOD_BMDC_UP","GSE17721_0.5H_VS_8H_GARDIQUIMOD_BMDC_UP",188,0.424711007061149,1.92232153943128,8.44376335919502e-06,0.00039094624353073,0.000319570182637477,3763,"tags=51%, list=27%, signal=37%","Pnpo/Kpna2/Hspa8/Arg1/Atp5k/2210016F16Rik/Pon2/Comtd1/Pycr2/Chchd7/Vps45/Plac8/Nr2c2ap/Chchd10/Prdx2/Eef1akmt1/Hint1/Tmem141/Acyp1/Acot7/Cox8a/Nans/Mydgf/Sys1/Uxt/Anp32b/Mrpl45/Rpl27a/Pmm1/Abhd14a/Timm50/Tle5/Rpl22/Rpl13/Ss18l2/Dnajb2/Hspbp1/Oma1/Alyref/Ncf2/Pbdc1/Dap3/Arpc4/Mcub/Snx3/Naa38/Eif3i/Dgcr6/Nfil3/Atp5g1/Tmem126a/Mlf2/BC005624/Nucb2/Lmna/Cct5/Ogfod3/Emc10/Naga/Nsmce4a/Kdelr1/Rnf187/Lfng/Mtx2/C1d/Prxl2a/Clns1a/Aurkaip1/Cdk2ap1/Slc52a2/Herpud1/Psmg1/Lrwd1/Hsd11b2/Hdac3/Fam3c/Ltbr/Ndufa4/Snap47/Abhd8/Hmg20b/Aldoa/Cerk/Prdx6/Trib1/Cdca5/Csnk1g2/Snd1/Eno3/Ppp2r5c/Fuca2/Cdk5rap3/Vps29/Nol12/Arhgap1"
"GSE42088_UNINF_VS_LEISHMANIA_INF_DC_4H_DN","GSE42088_UNINF_VS_LEISHMANIA_INF_DC_4H_DN","GSE42088_UNINF_VS_LEISHMANIA_INF_DC_4H_DN",174,0.439427554202531,1.97473496424147,8.63400033549472e-06,0.000392741100617589,0.000321037348051002,2457,"tags=36%, list=18%, signal=30%","H2-Q2/Rpl26/Prdm16/Rpl35a/Rpl21/Rps18/Rpl30/Rps14/Rplp1/Rpl38/Rplp2/Rps8/Rps29/Eef1g/Capn2/Rps7/Rpl39/Rpl37/Rps13/Prkrip1/Rpl34/Rpl13a/Jund/Uba52/Rpl18/Rps24/Hmgb2/Rpl27/Rps19/Rpl31/Rap2b/Fau/Btf3/Rps15a/Rpl11/Rps16/Rpl8/Oasl1/Eef1d/Rpl27a/Chmp1b/Tle5/Rpl22/Naca/Rpl13/Rps9/Ifrd1/Mtch1/Rpl32/Rps4x/Rsl24d1/Erp29/Rps11/Eif3f/Rpl28/Map2k3/Rpl10/Rpl7/Btg1/Rack1/Tpsg1/Rbm38"
"GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_BCELL_DN","GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_BCELL_DN","GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_BCELL_DN",160,-0.478262943248175,-1.94835398045457,8.63675697411544e-06,0.000392741100617589,0.000321037348051002,3187,"tags=40%, list=23%, signal=31%","Fig4/Cbfa2t3/H2-Ab1/Chst15/Cyria/Clic4/Zbtb32/Bcl11a/Smc6/Gm2a/Ehd3/Ncoa3/Clmn/Cobll1/Gng7/Rhoq/Sipa1l3/Tcf4/Mef2a/Mbd4/Tns3/Zfta/Dtx4/Sik1/Rab31/H2-DMa/Itgae/Sh2b2/Grk3/Cd40/Farp2/Slc2a6/Fcgr2b/Lamc1/Mef2c/Igkv8-21/Cd37/Gse1/Scpep1/Cdk14/Tbc1d9/Cd79a/Cd74/Lat2/Setbp1/Btk/Csf2rb2/Fgr/Kmo/Rasgrp3/Cybb/Igkv8-30/Pou2af1/H2-Aa/Cd86/Cd22/Igkv8-28/Scn3a/Cd19/Atp10d/Marchf1/H2-Ob/Pax5/Ms4a1"
"GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_IFNAB_CD8_TCELL_DN","GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_IFNAB_CD8_TCELL_DN","GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_IFNAB_CD8_TCELL_DN",194,0.422719775958432,1.91642673324499,9.05142714314032e-06,0.000404635974959424,0.000330760544599817,3864,"tags=47%, list=28%, signal=35%","S100a6/Capg/Fkbp2/Cnpy2/Sap30/Lgals3/Ndufs6/Rbpj/Birc5/Pomp/Fam162a/Hras/Ndufs5/Tmem97/Ptgr1/Ifi30/Chchd10/Galk1/Unc119/Gzmb/Anxa2/Cisd1/Acot7/Blmh/Cdk1/Fdps/Cks1b/Mrpl17/Gtf2e2/Mrpl45/Syngr2/Gtf2h4/Tacc3/Pclaf/Msmo1/Fdft1/Rpn1/Dtd2/Tpi1/Gmnn/Syce2/Mrpl18/Pafah1b3/Rnaseh2b/Jmjd6/Cyp51/Ndufv1/Stk39/Mrps22/Hpf1/Spag7/Mrto4/Hk2/Ddit4/Hmbs/Bhlhe40/Mtx2/Ddx1/Il10rb/Ola1/Smpd1/Rfc2/Rnh1/Glrx/Plp2/Tamm41/Hax1/Cdkn2aipnl/Mthfd2/Riox2/Trib3/Polr3k/Elmod3/Haus4/Psmd12/Timm9/Snrnp25/Slc37a4/Ckap2/Slc2a1/Rfc4/Pdia4/Cdc20/Tspan31/Hsdl2/Decr1/Lxn/Arl2/Mt1/Hip1r/Mfn1/Mad2l1"
"GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_2H_UP","GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_2H_UP","GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_2H_UP",197,0.418924553822763,1.90321696703641,9.05723564605819e-06,0.000404635974959424,0.000330760544599817,2748,"tags=38%, list=20%, signal=31%","Mrpl27/2210016F16Rik/Nudt1/Faap20/Tmem160/Tma7/Hddc2/Ndufb3/Cox6b1/Acaa1a/Prxl2b/Guk1/Lamtor2/Ap2s1/Ccdc124/Mrpl28/Abracl/Ndufs5/Mrpl34/Fkbp4/Hes6/Eno1/Scrn2/Ebp/Prdx2/Hopx/Mrpl11/Pgp/Jpt1/Pycard/Tsfm/Sec11c/Naa10/Ndufb9/Park7/Cox8a/Cdc34/Bst2/Mpnd/Mrpl14/Dnajc15/Tex261/Mpv17l2/Mrps33/Pdlim1/Uqcc3/Csnk2b/Vps28/Mpc2/Ndufb8/Zfyve19/Elof1/Wdr53/Rps11/Slc25a14/Slirp/Naa20/Gnb2/Rpp30/Apeh/Gpi1/Scp2/Mlf2/Mrpl30/Ralb/Eif2b1/Gmppb/Mtfp1/Ormdl2/Mphosph6/Slc46a1/Ddit4/Ncaph2/Tob1/Ube2t"
"GSE28726_NAIVE_VS_ACTIVATED_VA24NEG_NKTCELL_UP","GSE28726_NAIVE_VS_ACTIVATED_VA24NEG_NKTCELL_UP","GSE28726_NAIVE_VS_ACTIVATED_VA24NEG_NKTCELL_UP",186,0.420428686095268,1.90099797383647,9.47330930625973e-06,0.000419544037363311,0.000342946803718602,3290,"tags=42%, list=24%, signal=32%","Pnp2/Kpna2/Psmb5/Il18r1/Qdpr/Polr2h/Polr2f/Phb/Sec61b/Hddc2/Spint2/Ndufs6/Ube2s/Dynll1/Hsp90ab1/Hras/Cox6a1/Pdia5/Snrpg/Txn1/Eno1/Hopx/Cd63/Pck2/Timm17b/Hnrnpa0/Prdx1/Tbca/Emg1/Nhp2/Eif4a1/Bcat2/Uchl3/Eif3g/Sord/Gfus/Hspbp1/Srm/Lsm7/Utp3/Gtf2h4/Mrpl23/Kdelr2/Rsad2/Matk/Trmt1/Rad1/Mif/Psmd7/Tomm40/Pycr1/Psma6/Map2k3/Bcl10/Snupn/Clic1/Itpa/Mphosph6/Slc25a5/Cdk2ap1/Rnh1/Pkm/Ybx1/Rrp7a/Rpa2/Psmg1/Snapc5/Hax1/Abcb6/Cct4/Got1/Sri/Wars1/Pno1/Nol7/Snu13/Fxn/Calm2"
"GSE20727_CTRL_VS_DNFB_ALLERGEN_TREATED_DC_DN","GSE20727_CTRL_VS_DNFB_ALLERGEN_TREATED_DC_DN","GSE20727_CTRL_VS_DNFB_ALLERGEN_TREATED_DC_DN",140,0.461972413899328,2.01009183356132,9.8160377882682e-06,0.000424896708532167,0.000347322223949223,3555,"tags=49%, list=26%, signal=37%","Rpl26/Rps3a1/Rsph3b/Rplp1/Capsl/Hspb1/Ank1/Acaa1a/Supt3/Prdx5/Rps20/Rps7/Rpl24/Uqcr11/Asah1/Sat2/Rpl27/Pdk4/Rpl11/Exosc7/Sil1/Rpl9/Rpl17/Rpl12/Tubb2a/Rpl22/Ssr4/Nsmce3/Snx15/Perp/Ckb/Rps25/Kdelr3/Mlycd/Hsd17b4/Rpl7a/Btrc/Ift43/Rnf7/Cryl1/P4ha2/Srprb/Tmem241/Gpx8/Sertad3/Dnpep/Igbp1/Tkfc/Rpl5/Rpl15/Manbal/Eif2b4/Dexi/Sdf4/Vps18/Fam207a/Dync2li1/Trim27/Eif3h/Id4/Pdia3/Dhrs3/Slc35f5/Paqr7/Oxsm/Uros/Sqstm1/Creb3l4/Eno3"
"GSE1925_CTRL_VS_IFNG_PRIMED_MACROPHAGE_24H_IFNG_STIM_DN","GSE1925_CTRL_VS_IFNG_PRIMED_MACROPHAGE_24H_IFNG_STIM_DN","GSE1925_CTRL_VS_IFNG_PRIMED_MACROPHAGE_24H_IFNG_STIM_DN",188,0.423006047115845,1.91460457148782,9.75116785976799e-06,0.000424896708532167,0.000347322223949223,2371,"tags=30%, list=17%, signal=25%","Pnp2/Ang/Ly6e/Srp9/Gzma/S100a11/Il18r1/S100a6/Isg15/Cox7a2l/Qsox1/Ifit3/S100a16/Ggh/Rbm8a/Rnase4/Nop10/Dbi/H2-Q7/H2-Q10/Isg20/Hdac1/Ifit1bl1/Plac8/Dad1/Psme2/Anxa2/Slc25a47/Chmp4b/Ifi27l2b/Sod1/Pex7/Actb/Mcee/Dnajc15/Gar1/Cd8b1/Pdlim1/Aurka/Ckb/Pmf1/Pla2g12a/Hdgf/Ifi27/Tppp3/Tmem14c/Rsad2/Mrpl16/Ivd/Ppia/Rpl10/Slc1a5/Ifit1/Tmem70/Atp6v1d/Cyb5a/Coq3"
"GSE5455_EX_VIVO_VS_POST_24H_INCUBATION_MONOCYTES_FROM_TUMOR_BEARING_MOUSE_UP","GSE5455_EX_VIVO_VS_POST_24H_INCUBATION_MONOCYTES_FROM_TUMOR_BEARING_MOUSE_UP","GSE5455_EX_VIVO_VS_POST_24H_INCUBATION_MONOCYTES_FROM_TUMOR_BEARING_MOUSE_UP",185,0.421906662650463,1.91016170184693,9.84445544998934e-06,0.000424896708532167,0.000347322223949223,3072,"tags=44%, list=22%, signal=35%","Cisd3/Upk1a/Ndufc2/Acyp2/Phb/Tmem256/Supt3/Znhit1/Fancc/Ube2m/Smdt1/Atp5j2/Fam162a/Prkrip1/Sf3b5/Nrgn/Uqcrq/Eno1/Chchd10/Ndufa11/Cox6b2/Camk2n2/Galk1/Cisd1/Ndufs8/Uqcr10/Sec61g/Aven/Ndufb4/Tbcb/Dmac1/Tmem107/Cdc42ep4/Gtf2h5/Mrpl48/Mrpl14/Mcee/Dnajc15/Mpv17l2/Timm8b/Cmc2/Marcksl1/Ndufab1/Snf8/Naa38/Ndufs4/Chchd6/Hmces/Mif/Fkbp1a/Tpi1/Nme6/Mid1ip1/Pdxp/Maged1/Dhrs1/Ndufb2/Slc35b2/Coq3/Mapkapk2/Nucb2/Cltb/Glod4/Lrrc75a/Cyb561/Ube2l3/Hk2/Hacd2/Bhlhe40/Anxa4/Ube2k/Ppp1r11/Pkm/Ndufaf7/Psmg1/Sptssa/Rnf121/Mzt2/Faf1/Mfsd13a/Psma7/Mthfd2"
"GSE41867_DAY8_VS_DAY15_LCMV_CLONE13_EFFECTOR_CD8_TCELL_DN","GSE41867_DAY8_VS_DAY15_LCMV_CLONE13_EFFECTOR_CD8_TCELL_DN","GSE41867_DAY8_VS_DAY15_LCMV_CLONE13_EFFECTOR_CD8_TCELL_DN",190,0.424142036717041,1.92182474697474,1.01422105090196e-05,0.000434069564054089,0.000354820367653006,3751,"tags=53%, list=27%, signal=39%","Acta1/Polr1d/Tnnt1/Dhrs7b/Iah1/Fkbp2/Ndufa5/Pin4/Ndufb3/Ndufs6/Ppp1r14b/Ndufa2/0610012G03Rik/Ifit1bl1/Cmas/Snrpd1/Dcxr/Gale/Psmd9/Mrpl11/Kctd1/Ovca2/Hspb11/Ndufs8/Nans/Btf3/Trappc6a/Blmh/Ndufa7/Mvd/Sarnp/Mcee/Eif3k/Nceh1/Rps19bp1/Timm50/Ldha/Uchl3/Map2k2/Dap3/Mrpl57/Zfyve19/Riox1/Lin37/Prelid3b/Pold2/Dera/Eif3d/Stoml2/Otulin/Mid1ip1/Tomm40/Nsmce1/Gpi1/Mrpl9/Psmc1/Malsu1/Cyp51/Alg5/Nxn/Drg1/Coq3/Znhit2/Rnf5/Glod4/Med8/Gnpat/Mkks/Igbp1/Stx12/Ddx1/Exog/Snapc2/Cd320/Tamm41/Faf1/Alas1/Abcb6/Acsl5/Hdac3/Rbm12/9130401M01Rik/Mvk/Timm23/Polr3k/Rexo2/Wars1/Hook2/Golga7/Zcchc17/Cdc123/Ckap2/Eme1/Tiprl/Yars/Dusp19/Rpn2/Vps29/Psmc6/Dbr1"
"GSE9509_10MIN_VS_30MIN_LPS_STIM_IL10_KO_MACROPHAGE_UP","GSE9509_10MIN_VS_30MIN_LPS_STIM_IL10_KO_MACROPHAGE_UP","GSE9509_10MIN_VS_30MIN_LPS_STIM_IL10_KO_MACROPHAGE_UP",183,0.431284914576457,1.95392546301708,1.04048708501067e-05,0.000441600060329945,0.000360976001861158,2848,"tags=42%, list=21%, signal=34%","Pnp2/1500009L16Rik/Mrpl27/S100a6/Rps8/Spint2/Ndufa12/Lamtor2/Atp5mpl/Cox6a1/Ethe1/Avpi1/Dcxr/Plaur/Dad1/Rab5if/Asah1/Hopx/Polr2k/Micos10/Eef1b2/Sec11c/Anxa2/Krtcap2/Ndufb5/Park7/Tmed2/Mrps23/Acot7/Them4/Suclg1/Tbcb/Ifi27l2b/Ppa1/Exosc7/Atp5md/Dynlrb1/Tstd1/Mrpl48/Cfl1/Ost4/Alkbh2/Prdx4/Timm50/Mrps33/Rpl22/Tmem258/Spcs1/Smim20/Npc2/Aig1/Atp5o/Psmb1/Ifi27/Mrpl20/Erg28/Selenok/Sdhb/Atg101/Hsbp1/Pigyl/Eif5a/Ebna1bp2/Tmem159/Txnl4a/Eef1e1/Nucb2/Iftap/Mkks/Ran/Eef1akmt2/Hadh/Top1mt/Bex3/Tle3/Herpud1/Ak2"
"GSE25147_UNSTIM_VS_HELIOBACTER_PYLORI_LPS_STIM_MKN45_CELL_UP","GSE25147_UNSTIM_VS_HELIOBACTER_PYLORI_LPS_STIM_MKN45_CELL_UP","GSE25147_UNSTIM_VS_HELIOBACTER_PYLORI_LPS_STIM_MKN45_CELL_UP",139,0.461543364030786,2.00474266113843,1.07878923943464e-05,0.000454072198052945,0.000371171069331362,3088,"tags=47%, list=22%, signal=37%","Rpl35a/Rnps1/Ppp1r3e/Polr1d/Scn2b/Aplp1/Tspan6/Acyp2/Ggh/Mrps35/Nrgn/Pdcl3/Capns1/Eloc/Unc119/Prdx1/Cox4i1/Tbca/Psmd13/Aven/Rp9/Llph/Erh/Mrpl48/Mea1/Pdlim1/Rpsa/Dpy30/Capzb/Alyref/Psma2/Fis1/Vapa/Snrpc/Hexa/Fndc5/Hes2/Tsen34/Prpf38a/Cldn3/Sars/Hand2/Chic2/Scnn1a/Glul/Gcnt3/Atp6v1d/Rpl23a/Mtch2/Mphosph6/Sugt1/Chmp2b/Snrpb2/Dstn/Hmbs/Bin3/Ube2k/Gng3/Mrpl40/Nudt19/Vdac3/Kif12/Rab21/Thyn1/Arl2bp/Cct4"
"GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_12H_DN","GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_12H_DN","GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_12H_DN",167,0.435568730637683,1.93953882203324,1.13174499408145e-05,0.000472457152037445,0.000386199434995007,3514,"tags=51%, list=25%, signal=39%","Rpl29/H2-T23/Eya2/Wdr83os/Rnaseh2c/Rplp1/Hddc2/Nop10/Nme1/Fam162a/Pfdn2/Cyb5r4/BC031181/Rpl13a/Fkbp4/Mrps28/Mrpl21/Rpl36a/Hopx/Chordc1/Pfdn5/Cdc26/Eef1b2/Chid1/Acyp1/Bola2/Suclg1/Rpl14/Cdc34/Rpl36/Gtf2h5/Eef1d/Mrpl14/Dnajc15/Bccip/Pdlim1/Eif3g/Uqcc3/Rpl13/Ctsl/Psmd10/Clybl/Adamts17/Mrpl23/Mrps18a/Zmat5/Rpl19/Jakmip1/Washc3/Erp29/Cmss1/Mtln/Nsmce1/Wdr74/Mylpf/Hspd1/Tufm/Eef1e1/Chchd5/Rbm17/Mtg1/Bax/Prdx3/Anxa1/Prxl2a/Ei24/Clns1a/Rpl5/Psmg1/Irf2bp2/Aup1/Hax1/Ruvbl1/Acaa2/Eif3h/Acadm/Fbl/Fam50a/Aldoa/Pcbp1/Lamp1/Vps4a/Hsd17b11/Sgf29/Asf1a/Cct6a"
"GSE36826_WT_VS_IL1R_KO_SKIN_STAPH_AUREUS_INF_UP","GSE36826_WT_VS_IL1R_KO_SKIN_STAPH_AUREUS_INF_UP","GSE36826_WT_VS_IL1R_KO_SKIN_STAPH_AUREUS_INF_UP",187,0.430643500583615,1.94673391137286,1.15697497802594e-05,0.000479062891307814,0.000391599147461925,3110,"tags=39%, list=22%, signal=30%","Sh3bgrl3/Kpna2/S100a6/Cdca3/Isg15/Mrps12/Nop10/Ube2c/Atp5mpl/Capn2/Polr2l/Pomp/Atp5j2/Cox6a1/Pdia5/Emc6/Cox7a2/Cox5a/Atp5h/Cox5b/Dpp3/Uqcrq/Mrps28/Gale/Cox6c/Pop5/Psme2/Spr/Mrps14/Ifi35/Acot7/Psmb6/Clta/Apobec3/Ccnb2/Tubb2a/Gfus/Ranbp1/Mcub/Psmb1/Acot9/Cks2/Sec13/Bak1/Dusp6/Lamtor5/Apeh/Hspd1/Blvra/Gpi1/Psmc1/P4ha2/Arpc5l/Psmc4/Magohb/Psmb7/Ctnnal1/Cfap298/Hk2/Ran/Exog/Rrp7a/Ilf2/Fkbp1b/Gtf2f1/Tigar/Psmd8/Psma7/Ndc80/Cct4/Got1/P4hb"
"GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_48H_CD4_TCELL_DN","GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_48H_CD4_TCELL_DN","GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_48H_CD4_TCELL_DN",184,0.423420170542942,1.92203889308741,1.1853363248109e-05,0.000486848217924349,0.000397963086980231,4084,"tags=52%, list=29%, signal=37%","1500009L16Rik/Acy1/Pttg1/Cdca3/Pop4/Atox1/Gstp2/Etfb/Polr2h/Arl3/Lrrc42/Cox6a1/Cox5a/Gsto1/Sdhaf4/Mrps28/Lsm4/Pcbd1/Tmem106c/Hspb11/Twf2/Rnpep/Sft2d1/Gstp1/Gpank1/Wrap53/Cks1b/Mrpl17/Ost4/Mea1/Mrm2/Bcat2/Prdx4/Cacybp/Glb1/Rbks/Aurka/Psmb2/Bola1/Gng5/Eci1/Erg28/Tmub1/Ccdc34/Arf6/Slc25a20/Pold2/Mrps26/Tmem45a/C1galt1c1/Ogfod2/Mif/Rhof/Txnl4a/Gpi1/Spc24/Ctnnal1/Ppid/Cdk2ap1/Ak2/Commd4/D030056L22Rik/Txndc15/Macrod1/Faf1/Lyar/Thyn1/Psmd8/Isca2/Wdr54/Acaa2/Serpinh1/Haus4/Snrnp25/Plin2/Hdhd5/Rcc1l/Tpd52/Leo1/Dnajc17/Sapcd2/Ssu72/Ntpcr/Egln3/Nrm/Casp6/Rnf8/Hnrnpa2b1/Psrc1/Wdhd1/Fam83d/Ruvbl2/Sall2/Dnaaf10/Dtymk"
"GSE22886_NEUTROPHIL_VS_DC_DN","GSE22886_NEUTROPHIL_VS_DC_DN","GSE22886_NEUTROPHIL_VS_DC_DN",196,0.413111723969508,1.87766053417181,1.66835627776785e-05,0.000679755081813733,0.00055565044872184,3807,"tags=48%, list=27%, signal=36%","Pop4/Gstp2/Sem1/Uqcrh/Ufc1/Pfdn1/Stip1/Hspe1/Capn2/Banf1/Mgst3/Mrps35/Mrpl34/Atp5h/Txn1/Prdx1/Esd/Suclg1/Ndufb4/Gstp1/Gpx1/Gtf2h5/Tmem147/Atp6v1f/Cacybp/Ndufv2/Mrps7/Ssr4/Rtraf/Utp3/Rbx1/Snrpd3/Vdac2/Ndufb8/Ndufab1/Tmx2/Atp5g3/Timm10b/Aimp1/Mrps15/Riox1/Slc7a8/Vti1b/Psma3/Mrpl35/Sumo3/Yif1a/Xrcc6/Tufm/Atxn10/Tspan3/Akip1/Mtch2/Atraid/Gramd4/Cct8/Prdx3/Psmd14/Xbp1/Ran/Clns1a/Eif2b2/Rnh1/Ybx1/Rala/Mrpl40/Sypl/Eola1/Vdac3/Bud23/Cebpa/Faf1/Tigar/Anxa5/Mthfd2/Cct4/Nol7/Commd3/Metap2/Echs1/Psmc2/Pebp1/Vcp/Srsf3/Pccb/Sfpq/Zfyve21/Ado/Psmg2/Nup37/Cyc1/M6pr/Urod/Chchd3/Tmem243"
"GSE21033_CTRL_VS_POLYIC_STIM_DC_24H_DN","GSE21033_CTRL_VS_POLYIC_STIM_DC_24H_DN","GSE21033_CTRL_VS_POLYIC_STIM_DC_24H_DN",139,0.453409301988435,1.96941185052459,1.83684107809338e-05,0.000736616662262172,0.000602130664223731,3040,"tags=48%, list=22%, signal=38%","Clic6/Tpsb2/Mrpl27/Krt7/Fbxo17/Gstk1/Cox20/Gpatch4/Pomp/Ccdc124/Cops9/Col8a2/Smim11/Uqcr11/Rps27l/Eloc/Atpif1/Nfu1/Mrps14/Esd/Twf2/Mvb12a/Rnaseh2a/Osgep/Blmh/Mvd/Traip/Psmb6/Psma5/Higd2a/Prdx4/Gar1/Ppp4c/Psmb3/Uqcc3/Rpl13/Spcs1/Mrpl36/Pbld1/Gss/Fis1/Ift22/Elof1/Mrps11/Eif3m/Aip/Yrdc/Atp5g2/Med30/Mfsd5/Dhrs1/Blvra/Atp5g1/Elovl1/Lrrc75a/Ctnnal1/Phgdh/Rnf187/Slc25a5/Rfc2/Bex3/Etv4/Bpnt1/Thap11/Lyar/Psma7/Adipor1"
"GSE22886_NAIVE_CD4_TCELL_VS_DC_DN","GSE22886_NAIVE_CD4_TCELL_VS_DC_DN","GSE22886_NAIVE_CD4_TCELL_VS_DC_DN",193,0.414531344103772,1.87982258562541,1.83562500247706e-05,0.000736616662262172,0.000602130664223731,4299,"tags=50%, list=31%, signal=35%","Mndal/Hspa1a/Psmb5/S100a11/Ly96/Gstp2/Ybx3/Tuba1c/Lamtor2/Dynll1/Ap2s1/Kctd5/Smco4/Avpi1/Cstb/Ifi30/Nrgn/Ctsh/Taldo1/Rab13/Vamp8/Cd63/Prdx1/Gde1/Anxa2/Uqcr10/Cox8a/Gstp1/Gpx1/Acp5/Lamtor3/Atp6v1e1/Clta/Syngr2/Gabarap/Ndufa8/Timm8b/Glb1/Cycs/Csnk2b/Ncf2/Ftl1/Reep5/Timm17a/Gng5/Ube2a/Tuba1b/Hmgcl/Hsbp1/Tsg101/Slc7a8/Pgd/Dera/Vdac1/Slc1a5/Atp6v1d/Akip1/Ifngr1/Prdx3/Vamp3/Creg1/Atp6v0e/Rnh1/Cebpa/Rab21/Tigar/Anxa5/Mthfd2/Fcgrt/Macroh2a1/Polr3k/Ifi204/Calm2/Rnf130/Serf2/St14/Glrx2/Sqstm1/Bckdk/Bet1/Ap2m1/M6pr/Tmem33/Atp5b/Rheb/Lap3/Etfa/Rab7/Hacd3/Plekhb2/Snx1/Ctsb/Mlx/Atp6v1b2/Atp6v0b/Prkar1a"
"GSE29618_BCELL_VS_MDC_DAY7_FLU_VACCINE_UP","GSE29618_BCELL_VS_MDC_DAY7_FLU_VACCINE_UP","GSE29618_BCELL_VS_MDC_DAY7_FLU_VACCINE_UP",163,-0.47097383526047,-1.91962436565646,1.89652165951645e-05,0.000737327084879182,0.000602711383156896,2815,"tags=34%, list=20%, signal=27%","Ddx6/Add2/Smc6/Rbbp6/Cd69/Smchd1/Cobll1/S1pr1/Arid5b/Itm2a/Ighg2b/Chd7/Tcf4/Map4k4/Mbd4/Spon1/Atad5/Sp140/Sptbn1/Vps13a/Ltb/Cyfip2/Cd83/Aebp1/Pik3c2b/Rhoh/Tnfrsf13b/Arid4b/Pkia/Kat6a/Ighg3/Lamc1/Rasgrp1/Zfp729a/Igkv8-21/Cd37/Gon4l/Cdk14/Cd79a/Setbp1/Ets1/Ikzf3/Kmo/Adam19/Bach2/Rasgrp3/Zfp458/Igkv8-30/Pou2af1/Cd22/Igkv8-28/Cd19/Ppp1r16b/Pax5/Ms4a1"
