"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GSE15330_MEGAKARYOCYTE_ERYTHROID_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP","GSE15330_MEGAKARYOCYTE_ERYTHROID_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP","GSE15330_MEGAKARYOCYTE_ERYTHROID_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP",164,0.357723737772936,1.5911129324699,0.00308967795076578,0.0367657238393694,0.0300533111049647,3290,"tags=41%, list=24%, signal=32%","S100a11/Il18r1/Pttg1/Atp6v0c/Ccl5/Selenom/Ppm1j/H2bc4/Stard10/Ybx3/Uap1l1/S100a13/Sap30/Gmfg/Ggh/Elob/Ufc1/Gimap7/Ndufs6/Capn2/Ndufa1/Prr13/Insl6/Cd63/Nelfe/Unc119/Txndc17/Phlda1/Acot7/Sub1/Ttc39c/Gimap1/Sdf2l1/Atp6v1f/Nfkbib/Nkg7/Ap3s1/Reep5/Ing2/Cwc15/Ndufs4/Rilpl2/Plscr1/Bag1/Gpr55/Blvra/Nfil3/Ier2/Glod4/Ifngr1/Mphosph6/Dstn/Hacd2/Bhlhe40/Med7/Anxa1/Anxa4/Fth1/Carhsp1/Rpa2/Sypl/Ech1/Cript/Galnt3/Phf11b/Haus4/Leprot/Calm2"
"GSE19401_UNSTIM_VS_RETINOIC_ACID_STIM_FOLLICULAR_DC_UP","GSE19401_UNSTIM_VS_RETINOIC_ACID_STIM_FOLLICULAR_DC_UP","GSE19401_UNSTIM_VS_RETINOIC_ACID_STIM_FOLLICULAR_DC_UP",173,0.356730210234966,1.59555553651315,0.00311971823208723,0.0368647910812535,0.0301342913857736,3650,"tags=46%, list=26%, signal=34%","Fcgr4/Capg/Hbegf/Gpx2/Mrps12/Hspb1/Lta4h/Dynlt1b/Cox6b1/Lrrc42/Stip1/Jund/Cldn7/Nrgn/Atp5h/Cox5b/Ctsh/Uqcrq/Ebp/Capns1/Tspo/Slc7a7/Pck2/Twf2/Cox8a/Bud31/Psmb6/Irf7/Apobec3/Psmb3/Yipf1/Dnajb2/Srm/Nudc/Ndufs2/Atosb/Atf4/Ndufb8/Cops6/Mvp/Psmb10/Foxa2/Rsad2/Sart1/Fos/Lsm2/Pgd/Mif/Stoml2/Mfsd5/Grhpr/Tapbp/Atp5g1/Spacdr/Drg1/Flot1/Ier2/Lage3/Kctd17/Clpp/Ddit4/Rras/Mycbp/Lgals3bp/Mmp9/Supt4a/Got1/Hyal2/Impdh1/Trip6/Pde6d/Ppp1ca/Fbl/Os9/Ccnh/Yars/Polr2i/Rpn2/Csk"
"GSE5503_MLN_DC_VS_PLN_DC_ACTIVATED_ALLOGENIC_TCELL_DN","GSE5503_MLN_DC_VS_PLN_DC_ACTIVATED_ALLOGENIC_TCELL_DN","GSE5503_MLN_DC_VS_PLN_DC_ACTIVATED_ALLOGENIC_TCELL_DN",171,-0.38637242982777,-1.58762081327276,0.00310881172583804,0.0368647910812535,0.0301342913857736,2861,"tags=34%, list=21%, signal=27%","Pds5b/Alkbh5/Parp14/Slc7a1/Akap13/Cadm1/Zfp36l1/Med1/Tiam1/Tacr2/Dhx33/S1pr3/Parp1/Rnf38/Atxn2/Wnk1/Zfp329/Zfp397/Abi2/Uhrf1bp1/Crebbp/Ago1/Srrm2/Pik3ap1/Rassf9/Dync2h1/Apcdd1/Gbp8/Cish/Apc2/Pip4k2a/Peak1/Camk1d/Med13l/Birc6/Tbc1d16/Adgrb2/Bcl2l11/Zeb1/Rab43/Tbx6/Tnrc6a/Itpr1/Slc15a3/Usp34/Trp53inp1/Notch1/Cd79a/Atp7a/Zgrf1/Cd36/Bach2/Rasgrp3/Il7r/Ulk4/Aff3/Gbp9/Gbp4"
"GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_2H_DN","GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_2H_DN","GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_2H_DN",188,0.343171607511415,1.55325894990395,0.00311971823208723,0.0368647910812535,0.0301342913857736,4126,"tags=46%, list=30%, signal=33%","Prdm16/Mrpl27/Haus5/Acyp2/Akr1e1/Tm4sf5/Pomp/Ccdc124/Mrpl28/E2f2/Odc1/Ptgr1/Fkbp4/Hes6/Psmd9/Pgp/Tsfm/Cisd1/Psmd13/Mvd/Ndufb7/Ppih/Prdx4/Rbks/Spcs1/Pinx1/Mis18a/Spef1/Fdft1/Nop16/Ccdc34/Nxf7/Mif/Nme4/Cbwd1/Psma6/Pradc1/Snrnp27/Ndufb2/Pdzd3/Cct3/Drg1/Dnaaf2/Akip1/Eif2b1/Kif22/Mrps22/Ttc32/Nudcd1/Ormdl2/Slc25a11/Nsmce4a/Mphosph6/Med8/Xbp1/Hmbs/Ube2t/Ndufaf7/Psmg1/Rbbp8/Ube2d2a/Timm23/Zfp706/Pno1/Mrpl47/Haus4/Metap2/Eif3l/Nup43/Ddx28/Cct6a/Cdca5/Yars/Nsmce2/Cenpl/Ndufa10/Oxld1/Micu2/Med9/Ydjc/Lap3/Rae1/Dtymk/Aldh16a1/Hadha/Arl5a"
"GSE26030_UNSTIM_VS_RESTIM_TH1_DAY5_POST_POLARIZATION_UP","GSE26030_UNSTIM_VS_RESTIM_TH1_DAY5_POST_POLARIZATION_UP","GSE26030_UNSTIM_VS_RESTIM_TH1_DAY5_POST_POLARIZATION_UP",192,-0.378785628638746,-1.58192713540174,0.003139957269652,0.0370180610517074,0.0302595784636297,3789,"tags=39%, list=27%, signal=28%","Xpr1/Cnnm3/Tirap/Bcl6/Narf/Slc36a4/Cnksr3/Pja2/Gtdc1/Ampd3/Tifa/S100pbp/Ttl/Spns2/Ago4/Map2k6/Pitpnc1/Mtss1/Antxr2/Ahnak/Dnajc28/Gpr146/Slc35d2/Mbnl3/Klf12/Rassf5/Cacng7/Tshz1/Rb1/Wasf2/Mturn/Dnaaf9/Adam10/Kctd12/Tnrc6c/Zfp354c/Sspn/Kdm7a/Lrrc8c/L1cam/Rab11fip5/Atxn2/Atrnl1/Tns3/Hbp1/Arhgap6/Ncoa1/Klf7/Lpin1/Sbf2/Ncoa6/Zmiz1/Aak1/Sh3pxd2a/Plpp3/Cep97/Rab31/Hexb/Lyst/Rnf144a/Cd83/Insr/Psd3/Il27ra/Nid1/Pear1/Nlrc3/Fry/Adam19/Aff3/Uvssa/Man2a2/Abca3/Cd244a"
"GSE21774_CD62L_POS_CD56_BRIGHT_VS_CD62L_NEG_CD56_DIM_NK_CELL_DN","GSE21774_CD62L_POS_CD56_BRIGHT_VS_CD62L_NEG_CD56_DIM_NK_CELL_DN","GSE21774_CD62L_POS_CD56_BRIGHT_VS_CD62L_NEG_CD56_DIM_NK_CELL_DN",180,-0.37999011175671,-1.57426846577375,0.00321694162822879,0.0378380686202523,0.0309298751419591,3723,"tags=47%, list=27%, signal=35%","Itsn1/Phc1/Nufip2/Pan2/Dsg2/Zmym5/Zfp12/Gtdc1/S100pbp/Samd9l/Brdt/Fstl1/Itgb3/Nsd3/Ehbp1/Ppp1r12a/Pitpnc1/Pofut1/Rgp1/St3gal5/Nlk/Mdc1/Cyria/Atp8a1/Sik3/Tgfbr3/Tut7/Gab1/Cadps2/Arhgap29/P2rx1/Fnbp1l/Cdk17/Mturn/Pfkfb2/Gpam/Gata2/Cbfa2t2/Mamdc2/Dip2c/Hspa12b/Usp25/Tfdp2/Lrrcc1/Nbea/Afdn/Tsc1/Trim68/Ttc39b/Gimap8/Akap9/Zfp397/Pard6g/Lpin1/Ago1/Cyp4v3/Plpp3/Mfhas1/Chd6/Rbm33/Ifi44/Hectd4/Atp8b2/Psd3/Tjp1/Entpd1/Tbxas1/Mecom/Hlf/Ptpn14/Plxdc2/Crebrf/Pear1/Utrn/Per3/Wdfy3/Rps6ka6/Ccdc88a/Garre1/Plscr4/Fam120c/Man2a2/Hgf/Abca5"
"GSE17974_0.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_DN","GSE17974_0.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_DN","GSE17974_0.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_DN",171,0.347719479577899,1.55168731423871,0.00328425752558622,0.0385408377368908,0.0315043378939934,3452,"tags=37%, list=25%, signal=28%","Capg/Hmga1/Etfb/Agpat2/Zfp775/Kifc1/Cdpf1/Stip1/Ethe1/Ccdc32/Eno1/Fbxo36/Csrp2/Hpdl/Btf3/Rnaseh2a/Gpank1/Traip/Mrpl51/Txn2/Actb/Psma5/Atp6v1f/Mrpl12/Ldha/Stmn1/Psmb2/Ndufs2/Naa38/Mecr/Hmgcl/Mrps15/Lsm2/Tmem120a/Mrpl35/Rmi2/Dhrs1/Elp5/Pafah1b3/Snupn/Cyp51/Hnrnpc/Ajuba/Rabepk/Ppil3/Prdx3/Ska3/Fbxo4/Ran/Cd320/Pold3/Coa6/Mycbp/Prkag1/Babam2/Enoph1/Isca2/Trib3/Haus4/Gemin6/B3gnt2/Eif2s1/Eme1"
"GSE32164_RESTING_DIFFERENTIATED_VS_CMYC_INHIBITED_MACROPHAGE_DN","GSE32164_RESTING_DIFFERENTIATED_VS_CMYC_INHIBITED_MACROPHAGE_DN","GSE32164_RESTING_DIFFERENTIATED_VS_CMYC_INHIBITED_MACROPHAGE_DN",186,0.338515961041674,1.5306238069248,0.00338981801424706,0.0396881451645063,0.0324421784545604,3345,"tags=40%, list=24%, signal=31%","Gzma/Camk2b/Il18r1/Pttg1/Ccl5/S100a6/S100a10/Gstk1/Ifit3/Ndufa2/Ldhb/Hras/Nmi/Eno1/Dad1/Ebp/Hopx/Micos10/Nans/Ifi27l2b/Dnajc15/Yipf3/Prkcsh/Ppp4c/Psmb3/Mrpl44/Ctsl/Htatip2/Capzb/Trir/Ckb/Npc2/Bub3/Ifi27/Cwc15/Psme1/Rpl19/Brk1/Cdk2ap2/Aamp/Mrpl35/Bag1/Slirp/H13/Ctsd/Tufm/Cd5/Flot1/Atp6v1d/Cndp2/Ncbp1/Mkrn1/Tmem9b/Stk40/Med10/Rrp7a/Eif4a3/Sptssa/Glrx/Lrwd1/Btg3/Supt4a/Mthfd2/Pih1d1/Timm23/Macroh2a1/Bzw2/Abhd8/Soat2/Hpcal1/Fdx1/Leprot/Aldoa/Plin2"
"GSE19888_ADENOSINE_A3R_INH_VS_ACT_IN_MAST_CELL_UP","GSE19888_ADENOSINE_A3R_INH_VS_ACT_IN_MAST_CELL_UP","GSE19888_ADENOSINE_A3R_INH_VS_ACT_IN_MAST_CELL_UP",183,0.349892048811005,1.58517713087746,0.00341127255864102,0.0398477319751347,0.0325726290908384,3680,"tags=39%, list=27%, signal=29%","Rhod/Ndufa3/Hmga1/Pycr2/Tma7/Ptms/Pdcd5/Gadd45a/Rex1bd/Mrps21/Hras/Mgst3/Emc6/BC031181/Fkbp4/Map1lc3a/Eloc/Tmem54/Pam16/Uxt/Ss18l2/Dnajb2/Alyref/Ier5/N4bp3/Nr2f6/Bloc1s3/Ing2/Cox19/Rsl24d1/Naa38/Churc1/Mul1/Washc3/BC016579/Junb/Prelid3b/Arf6/Rab25/Ube2r2/Pycr1/Pradc1/Ap4s1/Snrnp27/Eef1e1/Ier2/Igsf9/Cdv3/Hnrnpc/Emc10/Ajuba/Hpf1/Memo1/Pold3/Sytl1/Rala/Rad51/Macroh2a1/Dcaf13/Baiap2/Tsnax/Zcchc17/Glrx2/Csnk1g2/Snd1/Tmem183a/Evpl/Tspan31/Maip1/Sc5d/Ist1/Ckmt1"
"GSE12003_MIR223_KO_VS_WT_BM_PROGENITOR_4D_CULTURE_UP","GSE12003_MIR223_KO_VS_WT_BM_PROGENITOR_4D_CULTURE_UP","GSE12003_MIR223_KO_VS_WT_BM_PROGENITOR_4D_CULTURE_UP",179,-0.391141314871471,-1.62112900637292,0.0034771145820516,0.0405239006095854,0.0331253478791138,3681,"tags=41%, list=27%, signal=31%","Zfp638/Cbx2/Fhip2a/Ipo9/Brwd1/Sox4/Kdm5b/Cnn3/Sirt1/Trim39/Smc5/Ttc3/Fbxl12/Sorcs2/Bicd2/Zfp280d/Tcf12/Stag2/Smc6/Sytl2/Pcmtd2/Rbl2/Bcl9l/Nr3c1/Septin4/Nedd4/Cbll1/Mcm3ap/Slc12a6/Ift80/Sp3/Tgfbr1/Cspp1/Kctd12/Rapgef6/Dip2b/Itm2a/Trrap/Jade1/Usp24/9430015G10Rik/Prpf4b/Glg1/Chdh/Klf3/Satb1/Ubr4/Map3k3/Jmjd1c/Aak1/Asb13/Trio/Mycbp2/St8sia4/Rev1/Nrp1/Prkd3/Herc1/Nrip1/Tasor2/Irf4/Dmxl1/Usp34/Kmt2a/Tnxb/Bltp1/Rgl3/Bach2/Tlr7/Slc6a20a/Adcy9/Apobr/Cd28/Camk4"
"GSE7460_TCONV_VS_TREG_LN_DN","GSE7460_TCONV_VS_TREG_LN_DN","GSE7460_TCONV_VS_TREG_LN_DN",179,-0.390611679403679,-1.61893387283168,0.00353102226375566,0.0407789033771147,0.0333337941357051,4337,"tags=46%, list=31%, signal=32%","Slc2a3/Lpxn/Gem/Slc12a2/Tnfrsf18/Septin8/Mtmr3/Abcb1a/Il10ra/Sh3bgrl/Snx13/Tbc1d4/Trim14/Dusp4/St3gal2/Cnksr3/Agr3/Tanc2/Zc3h12d/Tmem64/Ccrl2/D630039A03Rik/Cnrip1/Pik3r3/Ubash3b/Frmd6/Slc22a5/Fbxo32/Rab8b/Ttc8/Phlpp1/Lmln/Ahnak/Dennd4a/Prickle1/Slc4a7/Zdhhc23/Igf1r/Nfkbie/Kif13a/Twsg1/Ift80/Tgfbr1/She/Cep290/Osbpl3/Arhgap21/Elk3/Pros1/Plcb4/Inpp5f/Sh3bgrl2/Dmd/Abi2/Dennd5a/F2r/Cyp4v3/Cdk6/Gbp3/Cd83/Cish/Peak1/Jcad/Itgae/Gpr68/Axl/Ahr/Entpd1/Il2rb/Rora/Plxnc1/Nrp1/Plpp1/Irf4/Rragd/Dpy19l3/Zc3h12c/Adamts6/Ncf4/Cd86/Abca5/St6galnac4"
"GSE9006_TYPE_1_DIABETES_AT_DX_VS_1MONTH_POST_DX_PBMC_UP","GSE9006_TYPE_1_DIABETES_AT_DX_VS_1MONTH_POST_DX_PBMC_UP","GSE9006_TYPE_1_DIABETES_AT_DX_VS_1MONTH_POST_DX_PBMC_UP",183,0.349535125103718,1.58356009699463,0.00352789446885365,0.0407789033771147,0.0333337941357051,4137,"tags=45%, list=30%, signal=32%","Anp32a/Hbegf/Ybx3/Ifit3/Tmem160/Ube2s/Rex1bd/Banf1/Cyba/Srsf9/Bglap3/Hmgb2/Bsg/Psmc3/Pdk4/Hspa5/Atp5d/Mrpl12/Ppp4c/Amdhd2/Pfn1/Socs1/Marcksl1/Arpc4/Ier3/Kdelr2/Gpaa1/Ostf1/Rpn1/Junb/Sart1/Arf6/Slc25a20/Aamp/Thoc6/Rabac1/Ywhaz/Ctsd/Glul/Gpi1/Hsp90b1/Cyp51/Cdc37/Kif2c/Lsm12/Dusp10/Ndufv1/Btg1/Smu1/Glod4/Rab8a/Gramd4/Fzr1/Marcks/Ddit4/Prcc/Ncaph2/Tmem259/Herpud1/Puf60/Ilf2/P4hb/Rtn3/Pdia3/Uqcrc1/Cdk9/Aldoa/Rbbp4/Klhl2/Dnajc17/Pdia4/Actg1/Fdxr/Hnrnpa3/Fkbp5/Pabpc4/Ereg/Sidt1/Snrnp40/Cdca4/Abcf3/Wdr18"
"GSE17721_POLYIC_VS_GARDIQUIMOD_16H_BMDC_DN","GSE17721_POLYIC_VS_GARDIQUIMOD_16H_BMDC_DN","GSE17721_POLYIC_VS_GARDIQUIMOD_16H_BMDC_DN",193,0.342207099092844,1.55184557931775,0.00352536458745732,0.0407789033771147,0.0333337941357051,3499,"tags=40%, list=25%, signal=30%","Rpl26/Dap/Rpl38/Ybx3/Pon2/Rplp2/Tomm7/Prxl2b/Rpl24/Emc6/Ethe1/Imp3/Dad1/Chid1/Mrps14/Sec61g/Ppt2/Mydgf/Uxt/Taf9/Mrpl48/Trappc1/Bcat2/Sec11a/Rpl12/Ndufv2/Gtf2h4/Ncf2/Psmg3/Atp5o/Ier3/Cops6/Naa38/Mapk3/Nop16/Dcun1d5/Nucb1/Snrpa1/Stoml2/Taf13/Mylpf/Evx1/Atp5g1/Capza1/Hsd17b10/Drg1/Coq3/Samm50/Pfkl/Jagn1/Lad1/Smim30/Denr/Mrps34/Cd320/Msantd3/Cep20/Lyar/Anxa5/Mtfr1/Sigmar1/Ndufa4/Mtx1/Nol7/Eif3b/Acadm/Por/Pdia3/Adss/Pigp/Dnajc9/Stk16/Stub1/Sucla2/Pafah2/Smn1/Yipf4"
"GSE17721_4H_VS_24H_POLYIC_BMDC_UP","GSE17721_4H_VS_24H_POLYIC_BMDC_UP","GSE17721_4H_VS_24H_POLYIC_BMDC_UP",177,0.345322164850283,1.54907127072512,0.00351676546422004,0.0407789033771147,0.0333337941357051,3552,"tags=42%, list=26%, signal=31%","Srp54a/Camk2b/Ctse/Hbegf/Gstk1/S100a13/Sem1/Hddc2/Rnase4/Ndufb10/S100a1/Ppp1r14b/Birc5/Anapc13/Cox6a1/Akr7a5/Gsto1/Chchd10/Ndufa11/Mrpl11/Unc119/Micos13/Anxa2/Abcg2/Ndufb5/Uqcr10/Serpinb6a/Rps16/Rpl36/Cdk1/Eef1d/Atp5d/Pdia6/Magoh/Mpc2/Acot9/Mrpl23/Rrp9/Churc1/Rilpl2/Praf2/Nagk/Fkbp1a/Mrpl35/Ivd/Elp5/Capza1/Slc1a5/Lsm12/Uqcrfs1/Stk39/Slc30a6/Gramd4/Spryd7/Atp5c1/Ybx1/Nkx2-2/Minpp1/Lyar/Plgrkt/Hmgcr/Rps10/Timm23/Cda/Timm8a1/Tnfrsf1a/Uqcrc1/Pgk1/Traf5/Ufm1/Nab2/Tspan5/Pccb/Snd1"
"GSE24142_ADULT_VS_FETAL_EARLY_THYMIC_PROGENITOR_DN","GSE24142_ADULT_VS_FETAL_EARLY_THYMIC_PROGENITOR_DN","GSE24142_ADULT_VS_FETAL_EARLY_THYMIC_PROGENITOR_DN",184,0.342877716518077,1.55643106438622,0.003554528406003,0.0409574958637405,0.0334797805328456,3411,"tags=41%, list=25%, signal=31%","Gzma/Pnpo/Epdr1/Polr2f/Phb/Pdia5/Timm13/Tmem97/Dpp3/Rpl36a/Pgp/Gzmb/Abcg2/Dut/Asnsd1/Cldn2/Slc35b1/Mvd/Acp5/Insl5/Cacybp/Mrpl12/Mrps33/Magoh/Mrps7/Aurka/Perp/Degs2/Pclaf/Cct7/Pycrl/Bex1/Churc1/Msmo1/Atp5g3/Psmb10/Mrpl42/Spcs2/Mrps11/Cdr2/Erp29/Eif5a/Dera/Psmd7/Spryd4/Arntl/Macrod2/Yeats4/Cenpa/Cops5/Cdkn1a/Eef1e1/Gars/Rab8a/Abcb9/Dstn/Psmd14/Cmpk1/Spats2/Rars2/Eif2b4/Vdac3/Rras2/Nifk/Morc4/Got1/Erp44/Mvk/Hprt/Sf3a3/Coq7/Psmd12/Snrnp25/Ckap2/Ezr"
"GSE5099_MONOCYTE_VS_CLASSICAL_M1_MACROPHAGE_DN","GSE5099_MONOCYTE_VS_CLASSICAL_M1_MACROPHAGE_DN","GSE5099_MONOCYTE_VS_CLASSICAL_M1_MACROPHAGE_DN",188,0.341113740217139,1.54394465722185,0.00358620545743861,0.0412292198526746,0.0337018951744557,2909,"tags=33%, list=21%, signal=26%","Ly6d/Hsph1/Nek3/Rps8/Gmfg/Tma7/Dbi/H2-Q7/H2-Q10/Grcc10/Tmigd1/Epha2/Glrx5/Cox6a1/Rpl24/Ptgr1/Ndufaf6/Park7/Trappc6a/Tmem107/Atp5md/Mrpl45/Higd2a/Rasl11b/Ppp4c/Hagh/Rgs2/Ergic3/Fam98c/Bag3/Rps4x/Cct7/Pycrl/Zbtb8os/Tuba1b/Prpf38a/Hsbp1/Fos/Lsm2/Eif5a/H2ax/Rpl7a/Trp53rka/Mif/Mfsd5/Derl2/Hck/Gnas/Rack1/Pdss2/2700062C07Rik/Ier2/C1qbp/Itpa/Itgb1bp1/R3hdm4/Nprl2/Smim30/Rpl5/Hoxb6/Herpud1/Hspa2"
"GSE3982_NKCELL_VS_TH2_DN","GSE3982_NKCELL_VS_TH2_DN","GSE3982_NKCELL_VS_TH2_DN",185,0.341338762195554,1.54539448797934,0.00359896001107804,0.0412826651721182,0.0337455828445084,2996,"tags=35%, list=22%, signal=27%","Psmb5/Pttg1/H4c8/Lrfn4/Sec61b/Ndufb3/Pdcd5/Birc5/Hspe1/Pomp/Manf/Ldhb/Siah2/Snrpg/Tmem106c/Pck2/Tsfm/Snrpe/Abcg2/Esd/Frg1/Acot7/Psmb6/Cks1b/Ccnb2/Rtraf/Aurka/Dap3/Ggct/Tspan13/Snrpd3/Bub3/Vdac2/Cct7/Cks2/Bag2/Fdft1/Mrpl3/Psmc5/H2az1/Ube2n/Gmnn/Mrpl58/Cenpa/Kif2c/Tmem70/Ralb/Akip1/Coq3/C1qbp/Lage3/Cfap298/Prdx3/Ncbp1/Hk2/Clns1a/Nmd3/Pak1ip1/Rbbp8/Rad51/Rtcb/Ssbp1/Tyms/Nasp"
"GSE14308_INDUCED_VS_NATURAL_TREG_UP","GSE14308_INDUCED_VS_NATURAL_TREG_UP","GSE14308_INDUCED_VS_NATURAL_TREG_UP",182,0.342067707278211,1.54361983223181,0.00362057803370799,0.0414373121925276,0.033871995560769,3769,"tags=41%, list=27%, signal=30%","Gchfr/St3gal4/Vsig2/Hmga1/Sem1/Paqr4/Snrpd2/Eef1akmt1/Tmem106c/Nedd8/Ndufb9/Suclg1/Thap4/Ift27/Mrpl14/Psmb4/Gipc2/Nfkbil1/Gm5617/Amdhd2/Bloc1s2/Eif1/Swi5/Snrpf/Crip2/Mecr/Gemin7/Riox1/Mutyh/Rad1/Atp5g2/Mrpl46/Mtln/Insrr/Yif1a/Nudcd2/Tmem70/Rpl23a/Eif2b1/Dgat2/Samm50/Prdx3/Prss8/Polr2e/Bhlhe40/Stx12/Tkfc/Clns1a/Sec14l2/Atp6v0d1/Taf12/Eif2b4/Minpp1/Dtnbp1/Nsfl1c/Lrwd1/Gdi2/Slc39a1/Isca2/Acaa2/Wars1/Mrpl47/Bop1/Popdc2/Gid8/Cnot8/Strap/Ufm1/Gal/Evpl/Zfp239/Creld1/Tmem50b/Lrrc14"
"GSE37301_MULTIPOTENT_PROGENITOR_VS_CD4_TCELL_DN","GSE37301_MULTIPOTENT_PROGENITOR_VS_CD4_TCELL_DN","GSE37301_MULTIPOTENT_PROGENITOR_VS_CD4_TCELL_DN",191,0.339415772581708,1.53427917163198,0.00363218245048269,0.0414769175343237,0.033904370053479,3250,"tags=37%, list=23%, signal=28%","Ubc/Rbp1/Cyp3a13/Atox1/Gcat/Fggy/Prdx5/Il11ra1/Ndufc1/Ndufa13/Fam162a/Pmp22/Ndufb11/Cox7a2/Aadac/Timm13/Mrpl34/Ttr/Ebp/Cox6c/Timm17b/Tsfm/Atpif1/Gjb1/Dctpp1/Atp6v1e1/Ctsf/B3gat3/Ift27/Slc50a1/Hagh/Pdlim1/Smim20/Vps28/Htatip2/Sfxn2/Ftl1/Mrpl23/Rps25/Tmx2/Cks2/Kdelr2/Bscl2/Tssc4/Ogfod2/Mrpl35/Gmnn/Hpd/Ppia/Rpl10/Pex11b/Atxn10/Mrps31/Nit1/Atraid/Lpl/Marcks/Mdh2/Grpel1/Wbp1/Atp5c1/4933434E20Rik/Card19/Zfp637/Sigmar1/Cript/Got1/Timm8a1/Agt/2310061I04Rik"
"GSE32986_CURDLAN_LOWDOSE_VS_CURDLAN_HIGHDOSE_STIM_DC_UP","GSE32986_CURDLAN_LOWDOSE_VS_CURDLAN_HIGHDOSE_STIM_DC_UP","GSE32986_CURDLAN_LOWDOSE_VS_CURDLAN_HIGHDOSE_STIM_DC_UP",194,-0.381805350029758,-1.59743367453619,0.00366606371555698,0.0417020174720413,0.0340883729167843,3433,"tags=38%, list=25%, signal=29%","Dnmt1/Tlr4/Hmg20a/Relch/Srpk2/Svil/Marchf6/Tmem106b/Kif13b/Camk2g/Tcf12/Kif5a/Rnf44/Pikfyve/Sgsh/Fes/Gpr146/Ulk1/Tmem170b/Pcmtd2/Psph/Vsir/Maf/Sipa1/Zranb3/Stxbp5/Tnfaip8l2/Rnasel/Inpp5d/Pacs2/Dip2b/Ssh2/Acap2/Cipc/Pde7b/L1cam/Rab11fip5/Inpp5f/R3hdm1/Stard8/Slc8a1/Adamts10/Rnf144b/Rtl5/Abcd2/Raph1/Arhgap25/Tm6sf1/Ankrd44/Gpr155/Itgb2/Tbxas1/Arid1a/Apc/Camsap2/Bcl2l11/Fcgr2b/Ipcef1/Tet1/Mertk/Mef2c/Fli1/Dab2/Zc3h6/Klhl6/Cxcr4/Zfp458/Cnr2/Nin/Stard9/Man2a2/Clec7a/Cd28/1600014C10Rik"
"GSE37533_PPARG1_FOXP3_VS_FOXP3_TRANSDUCED_CD4_TCELL_UP","GSE37533_PPARG1_FOXP3_VS_FOXP3_TRANSDUCED_CD4_TCELL_UP","GSE37533_PPARG1_FOXP3_VS_FOXP3_TRANSDUCED_CD4_TCELL_UP",184,0.34241180317939,1.55431613548092,0.00366827092626635,0.0417020174720413,0.0340883729167843,3628,"tags=43%, list=26%, signal=33%","Myl4/Pnpo/Wdr83os/Ccdc28b/Fbxo17/Ndufc2/Pon2/Mrps12/Vps25/Abracl/Cox5a/Srsf9/Serf1/Dad1/Ebp/Rab5if/Bik/Tceal8/Ppt2/Dctpp1/Dmac1/Slc25a34/Tmem223/Psmb4/Ss18l2/Srm/Ifrd1/Alg14/Mrpl54/Pgm2/Pla2g12a/Tex30/Atp5o/Plcd1/Cks2/Zbtb8os/Slc49a4/Dhrs7/Galk2/Glmp/Mif/Mcrip2/Nme6/Ptrh2/Nfil3/Alg5/Ralb/Drc3/Coq3/Osgin1/Nudcd1/Rabepk/Rhob/Tenm4/Shisa4/Slc46a1/Svip/Snrpa/Gkap1/Slc52a2/Prcp/Herpud1/Taf12/Grhl1/Nsfl1c/Naprt/Fdx1/Dnajc4/Fxn/Echs1/Gemin6/Txnl1/Acad8/Srp19/Slc18b1/Papss1/Sqstm1/Arf1/Hikeshi/Dusp19"
"GSE15330_LYMPHOID_MULTIPOTENT_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_IKAROS_KO_UP","GSE15330_LYMPHOID_MULTIPOTENT_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_IKAROS_KO_UP","GSE15330_LYMPHOID_MULTIPOTENT_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_IKAROS_KO_UP",137,-0.401980721579184,-1.60434367520435,0.00373201891569252,0.0422381607502711,0.0345266311381612,3160,"tags=39%, list=23%, signal=31%","Ttc3/Mtss1/Qser1/Nlk/Chst15/Acvr2a/Rnf32/Tanc1/Sh3bp5/Tgfbr3/Usp28/Igf1r/Rnf122/Ift80/Ice2/Eml5/Rapgef6/Tnrc6c/Usp24/Bckdhb/Rnf38/Tcf7/Il6ra/Cep68/Foxk1/Rai1/Il6st/Map3k3/Sh3pxd2a/Ssbp2/Cep97/Arhgap5/Rnf144a/Lrp6/Slc25a27/Insr/Itgae/Angptl1/Slc43a2/Usp53/Zeb1/Il27ra/Ttc28/Setd7/Tet1/Gria3/Mdn1/Adgrg5/Slc6a19/N4bp2/Zbtb20/Bach2/Cnr2/Abca1"
